epoch,loss,psnr,r2,val_loss,val_psnr,val_r2
48,92641.86730420496,31.51961402871149,0.8382796290036557,147722.73984816385,28.81377303019276,0.6953704721921022
49,92175.39437751364,31.543814942125135,0.839017418344553,145578.88160355622,28.967963746985998,0.7082464187683803
50,90551.71391572106,31.62697005278761,0.8419621533205097,140395.9906710835,29.060998747315224,0.7193232070642859
51,92583.51815884444,31.534988913444295,0.8383396640997857,146851.24994763237,28.926981605698547,0.7050647238975944
52,91169.41768708704,31.600229480286433,0.8408191902512142,138488.21747896317,29.201241583907716,0.7268189229146053
53,93095.92553100761,31.50352897413912,0.837421771165661,140170.7210751221,29.16357850138054,0.7250716295676545
54,91130.03977395144,31.599300268907992,0.8409043198103057,139427.06059606315,29.201524105106724,0.7270782280388343
55,89797.67909499785,31.649665158564112,0.8432405179891391,151860.33957330868,28.783621837795323,0.6911984605486909
56,90471.99832348822,31.626367092817482,0.8420301174781885,148044.6468866705,28.799003100995645,0.6958053330688838
57,91236.55908189098,31.568206868203198,0.8407086840616975,138725.82365729436,29.198320747323617,0.7218952057953597
58,89279.62648798837,31.67600557085633,0.8441709588225358,142544.21538725102,29.00794244244057,0.7134963537009068
59,93722.08093040793,31.46768008755117,0.8363852714951167,138095.78971709518,29.275804430705815,0.7312537960584714
